country,question_id,question_text,response,validation_status,evidence_count,evidence_ids,document_ids,pages,response_id,run_id,prompt_version,question_version
taiwan,Q02,"Como o Pensamento Computacional é definido, desenvolvido ou incorporado ao currículo do país?","O Pensamento Computacional é incorporado ao currículo de Taiwan, enfatizando a prática de habilidades digitai através de propostas para melhorar a colaboração digital e o trabalho em equipe, promovendo a responsabilidade social e a consciência cívica em relação à tecnologia.",candidate,2,EVID_TAIWAN_Q02_TW_001_P0029_001; EVID_TAIWAN_Q02_TW_001_P0042_002,TW_001,TW_001:p29; TW_001:p42,RESP_TAIWAN_Q02_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q02,"Como o Pensamento Computacional é definido, desenvolvido ou incorporado ao currículo do país?","O Pensamento Computacional é incorporado ao currículo do Uruguai através do desenvolvimento de competências específicas que envolvem a resolução de problemas e a utilização de tecnologias digitais. Ele é parte integrada nas competências gerais do MCN, como Pensamento Crítico, Pensamento Científico e Pensamento Criativo.",candidate,2,EVID_URUGUAI_Q02_UY_003_P0009_001; EVID_URUGUAI_Q02_UY_001_P0024_002,UY_001; UY_003,UY_003:p9; UY_001:p24,RESP_URUGUAI_Q02_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital, ética digital e letramento midiático enfatizando a importância do uso responsável das tecnologias da informação. Há discussões sobre implicações sociais, questões éticas e a necessidade de um uso seguro da internet.",candidate,2,EVID_AFRICA_DO_SUL_Q03_AF_ZA_02_P0017_001; EVID_AFRICA_DO_SUL_Q03_AF_ZA_01_P0039_002,AF-ZA-01; AF-ZA-02,AF-ZA-02:p17; AF-ZA-01:p39,RESP_AFRICA_DO_SUL_Q03_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital e letramento midiático ao tratar do uso de ferramentas digitais, da gestão de dados pessoais e da colaboração em ambientes digitais. A ética digital é evidenciada por meio da discussão sobre a identificação e gerenciamento de dados pessoais, bem como a compreensão dos riscos associados ao uso de tecnologias digitais.",candidate,2,EVID_AUSTRALIA_Q03_OC_AU_02_P0001_001; EVID_AUSTRALIA_Q03_OC_AU_01_P0001_002,OC-AU-01; OC-AU-02,OC-AU-02:p1-4; OC-AU-01:p1-3,RESP_AUSTRALIA_Q03_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático como elementos integrados e fundamentais para a educação contemporânea. Destacam-se a compreensão crítica da interação digital, a importância da ética e direitos digitais, e o desenvolvimento de competências comunicacionais e midiáticas.",candidate,3,EVID_BRASIL_Q03_BR_008_P0021_001; EVID_BRASIL_Q03_BR_008_PNA_002; EVID_BRASIL_Q03_BR_005_P0037_003,BR_005; BR_008,BR_008:p21; BR_008:p21; BR_005:p37-39,RESP_BRASIL_Q03_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático dentro de um contexto centrado no usuário, enfatizando a inclusão e a transformação digital nas práticas governamentais. É resaltada a importância da participação dos cidadãos e da consideração das necessidades dos usuários na formulação de serviços e políticas públicas.",candidate,3,EVID_CANADA_Q03_CA_003_P0012_001; EVID_CANADA_Q03_CA_003_P0011_002; EVID_CANADA_Q03_CA_003_P0033_003,CA_003,CA_003:p12; CA_003:p11; CA_003:p33,RESP_CANADA_Q03_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital, ética digital e letramento midiático enfatizando a utilização responsável e criativa das tecnologias digitais, promovendo a análise crítica e a capacidade de argumentação dos estudantes em contextos digitais.",candidate,2,EVID_CHILE_Q03_CL_001_P0032_001; EVID_CHILE_Q03_CL_002_P0384_002,CL_001; CL_002,CL_001:p32; CL_002:p384,RESP_CHILE_Q03_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital, ética digital e letramento midiático ao enfatizar a importância de uma responsabilidade na sociedade da informação, consciência sobre o impacto da tecnologia, e a necessidade de seguir normas éticas ao utilizar dispositivos digitais.",candidate,2,EVID_CHINA_Q03_AS_CN_01_P0013_001; EVID_CHINA_Q03_AS_CN_01_P0035_002,AS-CN-01,AS-CN-01:p13; AS-CN-01:p35,RESP_CHINA_Q03_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através da implementação de um ambiente de educação digital que promove a inclusão e o acesso à informação. A educação em tecnologias digitais é uma prioridade, focando no desenvolvimento de competências que capacitam os alunos a navegar na informação de forma ética e responsável.",candidate,2,EVID_COREIA_DO_SUL_Q03_KR_001_P0053_001; EVID_COREIA_DO_SUL_Q03_KR_001_P0040_002,KR_001,KR_001:p53-54; KR_001:p40,RESP_COREIA_DO_SUL_Q03_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital destacando a importância de valores e princípios éticos. Também enfatizam a necessidade de um entendimento crítico sobre o uso de tecnologias e a proteção da identidade digital dos indivíduos, promovendo o uso seguro e responsável da tecnologia.",candidate,2,EVID_ESTONIA_Q03_EU_EE_01_PNA_001; EVID_ESTONIA_Q03_EU_EE_02_P0004_002,EU-EE-01; EU-EE-02,EU-EE-01:p7; EU-EE-02:p4,RESP_ESTONIA_Q03_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
eua,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático enfatizando a responsabilidade dos indivíduos no uso da tecnologia, o impacto da computação na cultura, e a importância do letramento digital para a cidadania informada. É sublinhado que a cidadania digital engloba comportamentos responsáveis e apropriados relacionado ao uso de tecnologias, enquanto a ética digital destaca considerações legais e morais que afetam a segurança e a conduta dos indivíduos.",candidate,2,EVID_EUA_Q03_US_001_P0103_001; EVID_EUA_Q03_US_001_P0305_002,US_001,US_001:p103; US_001:p305,RESP_EUA_Q03_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através de competências transversais, como competência cultural, interação e expressão, além de promover a participação e construção de um futuro sustentável.",candidate,1,EVID_FINLANDIA_Q03_FI_001_P0001_001,FI_001,FI_001:p1-3,RESP_FINLANDIA_Q03_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
gana,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático por meio da promoção de conhecimentos, habilidades e atitudes necessárias para interagir de forma segura e eficaz em ambientes digitais. Eles enfatizam a importância da avaliação crítica das informações, o respeito à privacidade e a responsabilidade no uso das tecnologias.",candidate,3,EVID_GANA_Q03_GH_001_P0064_001; EVID_GANA_Q03_GH_001_P0092_002; EVID_GANA_Q03_GH_002_P0049_003,GH_001; GH_002,GH_001:p64; GH_001:p92; GH_002:p49,RESP_GANA_Q03_20260912T142704Z,RUN_GANA_20260912T142704Z,rag-country-v3.2,3.0
hong-kong,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através da promoção do uso responsável da informação e do respeito pela propriedade intelectual. Eles enfatizam a importância da alfabetização informacional em uma sociedade baseada no conhecimento e discutem como as tecnologias impactam a era da informação e as interações sociais.",candidate,2,EVID_HONG_KONG_Q03_HK_001_P0058_001; EVID_HONG_KONG_Q03_HK_002_P0023_002,HK_001; HK_002,HK_001:p58-59; HK_002:p23-24,RESP_HONG_KONG_Q03_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através do reconhecimento da relação complexa entre as tecnologias de computação e a sociedade, incluindo questões de ética e o impacto positivo e negativo da computação na cultura e sociedade.",candidate,2,EVID_IRLANDA_Q03_IE_001_P0021_001; EVID_IRLANDA_Q03_IE_001_P0021_002,IE_001,IE_001:p21; IE_001:p21,RESP_IRLANDA_Q03_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através da ênfase na comunicação eficaz, no desenvolvimento de habilidades digitales e na utilização consciente das tecnologias da informação. Através de práticas educativas, são promovidas discussões sobre a responsabilidade na utilização dessas tecnologias e a importância de uma ética digital.",candidate,3,EVID_JAPAO_Q03_JP_001_P0012_001; EVID_JAPAO_Q03_JP_001_P0012_002; EVID_JAPAO_Q03_JP_002_P0170_003,JP_001; JP_002,JP_001:p12; JP_001:p12; JP_002:p170,RESP_JAPAO_Q03_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital e ética digital através da integração de tecnologias digitais no currículo escolar, promovendo o letramento midiático. Os educadores estão incentivados a ensinar de maneira que conecte a tecnologia a outras áreas do aprendizado, desenvolvendo competências-chave dos alunos.",candidate,2,EVID_NOVA_ZELANDIA_Q03_NZ_001_P0010_001; EVID_NOVA_ZELANDIA_Q03_NZ_001_P0004_002,NZ_001,NZ_001:p10; NZ_001:p4,RESP_NOVA_ZELANDIA_Q03_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital ao enfatizar que a cidadania cria um senso de pertença e ajuda os jovens a lidar com conflitos e a entender as consequências de suas ações. Além disso, a letramento digital é descrita como a habilidade de usar dispositivos digitais de forma eficaz e segura, além de compreender as questões éticas e sociais que surgem do uso da mídia digital.",candidate,2,EVID_QUENIA_Q03_KE_001_P0025_001; EVID_QUENIA_Q03_KE_001_P0026_002,KE_001,KE_001:p25; KE_001:p26,RESP_QUENIA_Q03_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital e a ética digital enfatizando a segurança no uso da tecnologia, privacidade e a responsabilidade dos alunos ao utilizar as tecnologias de informação e comunicação.",candidate,2,EVID_REINO_UNIDO_Q03_UK_001_P0001_001; EVID_REINO_UNIDO_Q03_UK_002_P0001_002,UK_001; UK_002,UK_001:p1-2; UK_002:p1-3,RESP_REINO_UNIDO_Q03_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através da promoção do uso ético da internet, explorando estratégias de pesquisa na web e discutindo questões éticas relacionadas ao uso de plataformas online.",candidate,2,EVID_RUANDA_Q03_RW_001_P0021_001; EVID_RUANDA_Q03_RW_001_P0021_002,RW_001,RW_001:p21; RW_001:p21,RESP_RUANDA_Q03_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam cidadania digital, ética digital e letramento midiático através da formação de competências em computação e discussões sobre as implicações sociais e éticas do uso de tecnologias. Há uma ênfase na formação cívica e na compreensão crítica das tecnologias digitais, promovendo uma abordagem reflexiva e informada.",candidate,2,EVID_SINGAPURA_Q03_SG_002_P0011_001; EVID_SINGAPURA_Q03_SG_015_P0003_002,SG_002; SG_015,SG_002:p11; SG_015:p3,RESP_SINGAPURA_Q03_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital, ética digital e letramento midiático através da ênfase em práticas de pesquisa responsável, análise crítica de informações, e a criação de conteúdos mediáticos de forma ética.",candidate,4,EVID_SUICA_Q03_CH_001_P0001_001; EVID_SUICA_Q03_CH_001_P0002_002; EVID_SUICA_Q03_CH_002_P0001_003; EVID_SUICA_Q03_CH_003_P0017_004,CH_001; CH_002; CH_003,CH_001:p1; CH_001:p2; CH_002:p1; CH_003:p17,RESP_SUICA_Q03_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q03,"Como os documentos abordam cidadania digital, ética digital e letramento midiático?","Os documentos abordam a cidadania digital enfatizando a importância de respeitar a ética e as leis relacionadas à tecnologia, além de promover o letramento midiático e a consciência crítica em relação ao uso das mídias e tecnologias na sociedade.",candidate,2,EVID_TAIWAN_Q03_TW_001_P0025_001; EVID_TAIWAN_Q03_TW_001_P0029_002,TW_001,TW_001:p25; TW_001:p29,RESP_TAIWAN_Q03_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
